"grid_id","grouping"
100055823,"flat_states"
100055824,"flat_states"
100055825,"flat_states"
100055826,"flat_states"
100055827,"flat_states"
100055828,"flat_states"
100055829,"flat_states"
100055830,"flat_states"
100055831,"flat_states"
100055832,"flat_states"
100055833,"flat_states"
100055834,"flat_states"
100055835,"flat_states"
100056007,"flat_states"
100056008,"flat_states"
100056009,"flat_states"
100056010,"flat_states"
100056011,"flat_states"
100056012,"flat_states"
100056013,"flat_states"
100056015,"flat_states"
100056016,"flat_states"
100056017,"flat_states"
100056018,"flat_states"
100056019,"flat_states"
100056021,"flat_states"
100056022,"flat_states"
100056023,"flat_states"
100056024,"flat_states"
100056025,"flat_states"
100056026,"flat_states"
100056027,"flat_states"
100056028,"flat_states"
100056029,"flat_states"
100056030,"flat_states"
100056031,"flat_states"
100056032,"flat_states"
100056033,"flat_states"
100056034,"flat_states"
100056134,"flat_states"
100056135,"flat_states"
100056136,"flat_states"
100056137,"flat_states"
100056138,"flat_states"
100056139,"flat_states"
100056140,"flat_states"
100056141,"flat_states"
100056142,"flat_states"
100056143,"flat_states"
100056144,"flat_states"
100056145,"flat_states"
100056146,"flat_states"
100056147,"flat_states"
100056148,"flat_states"
100056149,"flat_states"
100072536,"flat_states"
100072537,"flat_states"
100072538,"flat_states"
100072539,"flat_states"
100072540,"flat_states"
100072553,"flat_states"
100072554,"flat_states"
100072555,"flat_states"
100072556,"flat_states"
100072557,"flat_states"
100072558,"flat_states"
100072559,"flat_states"
100072560,"flat_states"
100072561,"flat_states"
100072562,"flat_states"
100072564,"flat_states"
100072565,"flat_states"
100072566,"flat_states"
100072567,"flat_states"
100072568,"flat_states"
100072669,"flat_states"
100072670,"flat_states"
100072671,"flat_states"
100072672,"flat_states"
100072673,"flat_states"
100072674,"flat_states"
100072675,"flat_states"
100072676,"flat_states"
100072677,"flat_states"
100072678,"flat_states"
100072679,"flat_states"
100072680,"flat_states"
100072681,"flat_states"
100072682,"flat_states"
100072683,"flat_states"
100072684,"flat_states"
100072685,"flat_states"
100072686,"flat_states"
100072687,"flat_states"
100072688,"flat_states"
100072689,"flat_states"
100072690,"flat_states"
100072691,"flat_states"
100072692,"flat_states"
100072693,"flat_states"
100072694,"flat_states"
100072695,"flat_states"
100072696,"flat_states"
100072697,"flat_states"
100072698,"flat_states"
100072699,"flat_states"
100072700,"flat_states"
100072857,"flat_states"
100072858,"flat_states"
100072859,"flat_states"
100072860,"flat_states"
100072861,"flat_states"
100072862,"flat_states"
100072863,"flat_states"
100072864,"flat_states"
100072865,"flat_states"
100072866,"flat_states"
100072867,"flat_states"
100072868,"flat_states"
100072869,"flat_states"
100072870,"flat_states"
100072871,"flat_states"
100072872,"flat_states"
100072873,"flat_states"
100072874,"flat_states"
100072875,"flat_states"
100072876,"flat_states"
100072877,"flat_states"
100072878,"flat_states"
100072879,"flat_states"
100072880,"flat_states"
100074144,"flat_states"
100074145,"flat_states"
100074146,"flat_states"
100074147,"flat_states"
100074148,"flat_states"
100074149,"flat_states"
100074150,"flat_states"
100074151,"flat_states"
100074152,"flat_states"
100074153,"flat_states"
100074154,"flat_states"
100074155,"flat_states"
100074156,"flat_states"
100074157,"flat_states"
100074158,"flat_states"
100074159,"flat_states"
100074160,"flat_states"
100074161,"flat_states"
100074162,"flat_states"
100074163,"flat_states"
100074164,"flat_states"
100074165,"flat_states"
100074166,"flat_states"
100074167,"flat_states"
100074168,"flat_states"
100074169,"flat_states"
100074170,"flat_states"
100074515,"flat_states"
100074516,"flat_states"
100074517,"flat_states"
100074518,"flat_states"
100074519,"flat_states"
100074520,"flat_states"
100074572,"flat_states"
100074573,"flat_states"
100074574,"flat_states"
100074575,"flat_states"
100074577,"flat_states"
100074578,"flat_states"
100074579,"flat_states"
100074580,"flat_states"
100074581,"flat_states"
100074582,"flat_states"
100074583,"flat_states"
100074584,"flat_states"
100074585,"flat_states"
100074586,"flat_states"
100074587,"flat_states"
100074588,"flat_states"
100074589,"flat_states"
100074590,"flat_states"
100074591,"flat_states"
100074592,"flat_states"
100074593,"flat_states"
100074594,"flat_states"
100083319,"flat_states"
100083320,"flat_states"
100083321,"flat_states"
100083322,"flat_states"
100083323,"flat_states"
100083324,"flat_states"
100083325,"flat_states"
100083326,"flat_states"
100083327,"flat_states"
100083328,"flat_states"
100083329,"flat_states"
100083330,"flat_states"
100083331,"flat_states"
100083332,"flat_states"
100083333,"flat_states"
100083334,"flat_states"
100088243,"flat_states"
100088244,"flat_states"
100088245,"flat_states"
100088246,"flat_states"
100088247,"flat_states"
100088248,"flat_states"
100088249,"flat_states"
100088250,"flat_states"
100088251,"flat_states"
100088252,"flat_states"
100088253,"flat_states"
100089024,"flat_states"
100089025,"flat_states"
100089026,"flat_states"
100089027,"flat_states"
100089028,"flat_states"
100089568,"flat_states"
100089569,"flat_states"
100089570,"flat_states"
100089571,"flat_states"
100089572,"flat_states"
100089590,"flat_states"
100089591,"flat_states"
100089592,"flat_states"
100089593,"flat_states"
100089594,"flat_states"
100089595,"flat_states"
